date,product,region,amount,quantity
2023-11-28,Microphone,West,345.0,43
2024-04-23,Laptop,West,528.23,50
2023-09-03,Cooling Fan,Central,1269.06,25
2024-02-04,Case,North,1654.52,14
2024-09-05,Mouse,Central,1139.89,48
2024-10-19,Chair,Central,1161.14,29
2023-10-18,Chair,West,964.0,35
2023-12-24,Case,East,647.01,22
2024-12-23,Microphone,South,906.77,23
2024-02-04,Keyboard,East,1405.24,43
2023-05-20,SSD,West,1141.59,9
2024-05-25,USB Cable,South,1948.71,12
2024-09-30,Chair,West,729.76,28
2024-11-07,Processor,East,1651.81,2
2023-10-31,Motherboard,North,491.17,45
2023-11-23,External Drive,East,1089.22,27
2024-01-31,Headphones,Central,1139.27,14
2024-06-12,Webcam,North,1885.59,13
2024-02-07,SSD,East,1156.75,21
2023-03-28,Monitor,North,303.86,16
2024-09-18,Processor,West,1684.1,45
2023-10-14,SSD,West,24.86,43
2023-08-10,Headphones,North,1588.52,8
2024-06-04,Motherboard,Central,1245.71,9
2024-03-20,Processor,East,687.53,41
2023-01-07,Keyboard,North,1406.46,41
2023-07-19,Cooling Fan,West,646.17,40
2023-01-05,Processor,East,1389.16,1
2024-08-18,RAM,West,1472.11,21
2024-05-03,External Drive,South,394.44,27
2023-08-23,Webcam,East,64.79,25
2024-12-07,Desk,South,615.28,26
2024-07-24,Chair,North,302.05,3
2024-07-08,Power Supply,South,1941.4,21
2024-09-06,Processor,Central,1830.74,30
2023-07-06,Webcam,West,1456.08,43
2023-06-08,Chair,East,606.98,42
2024-06-03,RAM,North,530.38,9
2024-04-03,Graphics Card,West,773.84,34
2024-12-26,Laptop,Central,1320.64,15
2023-11-04,External Drive,North,643.16,40
2024-07-27,Desk,West,18.81,45
2023-07-14,Desk,North,92.81,40
2023-05-27,Motherboard,West,1446.59,16
2023-02-04,Mouse,North,240.38,4
2024-09-23,Laptop,East,1107.45,21
2024-04-28,Graphics Card,West,131.04,9
2024-12-18,External Drive,Central,1287.41,48
2024-06-18,Power Supply,Central,1705.38,37
2024-02-29,Laptop,East,1398.17,12
2023-12-19,Webcam,North,1252.89,38
2024-04-13,Graphics Card,North,1131.56,29
2023-07-22,Cooling Fan,West,593.31,47
2024-10-03,Case,North,496.96,26
2023-08-17,Cooling Fan,Central,1749.0,30
2024-07-27,SSD,North,980.28,7
2023-09-29,Graphics Card,South,1363.16,24
2023-12-16,Speaker,West,515.04,14
2024-05-08,Case,West,174.68,41
2023-07-24,External Drive,North,264.7,34
2023-06-22,Chair,Central,1327.7,21
2024-05-29,Webcam,West,1094.17,20
2024-08-19,Graphics Card,North,466.39,44
2023-11-27,Monitor,East,1083.37,9
2023-12-31,External Drive,North,39.45,43
2024-04-14,RAM,South,1040.71,35
2023-01-12,Speaker,West,685.13,38
2024-11-02,USB Cable,South,803.17,14
2024-09-08,Power Supply,North,1980.52,40
2023-01-15,Power Supply,Central,1362.46,17
2023-05-23,Motherboard,South,1882.01,2
2024-02-15,RAM,South,476.26,14
2023-12-25,External Drive,East,1342.42,4
2024-08-18,External Drive,North,521.14,25
2024-05-31,Keyboard,East,765.85,41
2024-06-26,External Drive,Central,1656.46,1
2024-04-27,External Drive,West,242.34,34
2023-06-12,Cooling Fan,East,872.84,28
2024-09-23,Laptop,North,1447.36,41
2024-11-01,Graphics Card,East,1371.36,13
2024-09-18,Case,North,523.71,19
2023-06-06,Laptop,East,738.55,21
2023-07-02,Desk,Central,948.85,31
2023-05-21,Laptop,Central,1032.27,12
2023-01-25,Motherboard,North,1040.42,35
2023-04-19,Cooling Fan,Central,833.76,12
2024-07-26,Keyboard,South,54.07,26
2024-04-20,Cooling Fan,Central,1146.12,6
2024-09-15,Headphones,South,1708.57,10
2024-02-11,Headphones,South,900.65,34
2024-07-04,Keyboard,South,1590.68,19
2024-04-12,Cooling Fan,East,1212.77,5
2023-02-11,USB Cable,South,764.41,49
2023-02-18,Graphics Card,East,1496.77,31
2023-07-21,Laptop,South,1340.62,16
2024-11-06,Monitor,Central,1080.94,7
2023-10-19,Graphics Card,North,1621.32,11
2023-11-29,Power Supply,Central,1556.65,26
2023-11-13,Mouse,Central,484.39,36
2023-01-05,Power Supply,North,95.02,18
2023-12-25,Graphics Card,Central,1915.57,22
2023-01-10,Graphics Card,Central,1760.46,39
2023-03-10,Microphone,East,1355.97,42
2024-04-07,Cooling Fan,Central,728.62,35
2024-06-24,Cooling Fan,East,1263.61,33
2023-08-22,Speaker,Central,1064.23,3
2024-08-19,Case,Central,1080.92,19
2023-02-20,Microphone,East,685.14,42
2023-09-15,Monitor,South,1150.19,9
2024-08-05,External Drive,South,1361.5,13
2024-02-06,USB Cable,North,867.09,11
2024-02-12,Speaker,Central,1281.61,24
2023-02-04,Chair,South,1346.96,9
2023-07-13,Desk,West,971.57,7
2024-01-18,Microphone,Central,1464.23,13
2024-09-02,Mouse,South,1776.2,25
2024-09-01,USB Cable,South,1114.22,44
2023-04-17,Processor,Central,1216.35,43
2024-04-18,Microphone,West,1720.84,24
2024-07-02,Microphone,East,228.57,41
2024-03-27,Chair,East,1096.55,39
2024-05-21,Case,Central,1273.86,20
2023-01-06,USB Cable,South,690.96,35
2023-09-28,Headphones,West,1274.42,31
2023-04-18,Mouse,North,1027.88,10
2023-05-22,Headphones,Central,449.01,36
2023-08-25,USB Cable,East,1538.35,42
2023-06-27,Microphone,South,1338.73,20
2024-02-04,Motherboard,West,749.36,49
2024-02-03,Motherboard,Central,1207.12,24
2024-01-31,Processor,North,242.15,32
2024-06-28,Motherboard,West,1618.94,28
2024-08-06,Keyboard,East,1235.04,24
2024-05-19,Graphics Card,West,1641.03,3
2023-03-05,Motherboard,Central,449.18,20
2023-03-07,Motherboard,West,1124.71,33
2023-07-31,Microphone,East,522.99,21
2023-03-24,External Drive,North,1657.27,6
2023-02-02,Cooling Fan,Central,1189.72,18
2024-05-16,SSD,North,332.22,19
2024-03-28,Graphics Card,North,1224.82,12
2024-01-01,Webcam,Central,761.66,4
2023-05-09,Speaker,Central,1331.25,15
2024-02-20,External Drive,East,1672.97,12
2024-02-10,Speaker,South,204.5,6
2023-08-16,Keyboard,North,979.63,9
2024-08-26,Speaker,East,70.76,28
2024-09-27,Webcam,Central,921.24,46
2023-08-15,Monitor,South,1221.77,11
2024-02-27,Speaker,North,951.61,14
2023-04-24,Chair,West,600.16,6
2023-06-01,Speaker,South,914.22,28
2024-10-18,Chair,South,1396.08,34
2023-08-19,Webcam,West,98.12,14
2023-10-25,Microphone,East,1223.26,43
2023-07-06,Graphics Card,North,184.97,23
2024-05-07,Keyboard,East,636.94,27
2024-06-22,Chair,South,465.1,4
2023-08-02,Keyboard,Central,1466.6,5
2024-10-30,Monitor,South,893.54,4
2024-09-26,SSD,West,180.32,22
2023-04-27,USB Cable,West,1227.81,4
2023-03-07,Speaker,East,1020.2,10
2024-10-09,Headphones,East,217.21,49
2024-05-12,Graphics Card,West,844.2,16
2024-10-21,Processor,North,502.78,11
2024-10-03,RAM,Central,426.98,40
2024-10-07,Speaker,West,1253.24,44
2024-02-04,Power Supply,Central,1751.77,30
2024-04-08,Power Supply,North,1291.21,23
2023-08-30,RAM,Central,1484.47,46
2023-04-10,Microphone,South,309.87,27
2023-08-31,Cooling Fan,South,502.09,45
2023-10-20,Microphone,East,1264.57,18
2024-02-09,Motherboard,Central,1564.62,50
2023-02-07,Monitor,Central,802.46,23
2023-05-20,Webcam,East,1621.52,33
2024-10-03,Desk,East,1105.62,8
2024-06-19,Processor,West,1498.24,38
2024-02-18,Laptop,South,1111.42,3
2023-07-31,Mouse,North,442.93,2
2023-08-17,Case,West,219.2,29
2024-08-15,Mouse,North,205.51,43
2024-07-27,Speaker,North,1154.24,1
2024-07-08,Mouse,West,1465.11,40
2023-08-03,External Drive,Central,395.39,36
2024-12-13,Speaker,Central,1722.73,30
2023-07-12,Microphone,West,114.02,22
2024-04-06,Chair,East,410.25,38
2024-03-23,Case,East,1164.0,24
2024-01-09,Graphics Card,Central,1013.62,11
2024-09-13,Laptop,Central,1836.12,19
2024-06-26,Chair,West,1996.13,50
2024-11-02,Graphics Card,East,1386.85,20
2024-12-03,Speaker,South,1089.17,8
2024-07-25,Keyboard,Central,975.82,37
2023-02-07,Laptop,East,429.82,35
2023-01-08,Headphones,Central,311.13,31
2023-02-27,Graphics Card,West,1353.62,11
2024-07-12,RAM,South,624.16,37
2024-03-16,Laptop,South,762.24,28
2023-12-11,Chair,East,1515.11,34
2023-07-23,Microphone,East,1166.99,11
2024-10-07,Microphone,South,52.24,4
2024-06-28,SSD,West,481.97,50
2024-06-04,Keyboard,South,1068.12,35
2023-05-18,Headphones,East,756.69,26
2024-09-04,Monitor,Central,22.18,31
2024-12-22,SSD,East,948.67,33
2023-06-05,External Drive,East,618.28,46
2024-03-03,Laptop,East,1905.39,33
2023-04-11,Desk,North,1790.89,3
2024-04-24,RAM,West,1131.75,19
2024-04-12,Microphone,West,221.09,26
2023-05-29,Microphone,East,543.42,31
2024-06-21,Headphones,South,896.66,21
2023-03-28,Laptop,South,1784.72,22
2023-11-02,Case,Central,829.02,4
2023-07-12,Headphones,West,531.39,19
2024-12-27,Case,West,588.7,50
2024-09-05,RAM,West,544.83,39
2024-12-12,Motherboard,Central,234.85,25
2023-11-09,Laptop,East,412.68,39
2024-07-08,Laptop,Central,197.92,42
2024-09-01,Case,East,539.35,13
2023-11-09,Case,South,1754.27,22
2024-09-26,Cooling Fan,South,1095.24,41
2024-10-19,Processor,East,439.99,6
2023-11-21,Laptop,North,90.53,25
2023-09-29,Speaker,West,24.27,38
2024-01-05,Cooling Fan,South,942.2,26
2024-08-11,Microphone,West,346.26,29
2024-07-27,Graphics Card,Central,1578.71,4
2024-02-24,Laptop,Central,1611.38,5
2023-01-31,Desk,South,1147.43,10
2023-03-18,Graphics Card,North,1610.49,9
2023-02-08,Motherboard,North,1477.21,30
2023-05-23,Motherboard,Central,10.93,48
2023-02-14,Webcam,Central,509.23,20
2023-08-05,Desk,North,658.09,5
2024-02-12,Graphics Card,South,420.39,13
2024-05-03,RAM,South,172.4,10
2023-01-10,Keyboard,South,1843.69,10
2024-06-17,Keyboard,West,1158.12,34
2024-12-25,Graphics Card,West,971.04,18
2023-05-19,Speaker,South,476.15,16
2023-03-17,Headphones,East,369.36,8
2024-10-14,RAM,East,1421.78,4
2023-09-03,Motherboard,North,275.26,35
2024-12-16,SSD,East,368.87,46
2023-06-05,USB Cable,West,1221.93,22
2023-11-12,Motherboard,East,184.42,19
2023-05-27,Cooling Fan,South,50.56,38
2024-02-18,Headphones,South,782.09,28
2024-05-16,Webcam,South,1074.7,7
2023-07-03,Desk,North,1960.96,1
2023-04-09,Webcam,North,1715.67,1
2023-04-01,Speaker,South,772.51,49
2023-04-18,Desk,North,1758.87,28
2023-11-08,Monitor,Central,1380.36,30
2023-12-21,Mouse,North,1522.42,7
2023-11-30,RAM,Central,100.95,40
2023-10-30,Laptop,North,535.86,35
2024-02-05,Desk,East,1363.14,27
2023-07-04,Power Supply,East,524.37,22
2023-05-21,Chair,South,945.49,50
2023-11-27,Desk,South,849.8,20
2024-12-09,Webcam,South,1140.14,24
2023-10-10,Processor,North,1063.94,42
2024-06-12,Laptop,West,887.77,13
2024-07-04,Motherboard,Central,127.21,48
2023-07-10,Mouse,Central,1673.1,35
2024-07-11,Speaker,East,700.61,32
2023-01-19,Microphone,West,628.38,27
2024-01-19,RAM,East,620.73,28
2024-09-29,Webcam,East,473.14,12
2024-09-14,Desk,South,1501.0,14
2023-02-25,Cooling Fan,East,483.21,45
2024-11-16,Processor,Central,1609.43,36
2023-02-07,Speaker,East,218.88,42
2023-08-14,Webcam,East,1013.47,27
2024-06-14,Webcam,East,1563.78,8
2023-03-24,Speaker,West,661.76,7
2023-03-21,Laptop,South,1676.92,33
2024-11-12,Desk,East,696.43,12
2024-01-31,Motherboard,South,584.88,42
2023-02-28,Motherboard,South,131.86,47
2023-08-10,Power Supply,South,1805.05,6
2023-11-14,SSD,East,1660.52,15
2024-05-05,Speaker,West,1247.63,7
2023-09-03,Microphone,South,1443.84,5
2023-08-07,Mouse,East,1662.22,30
2023-08-11,Power Supply,South,103.17,45
2023-11-18,Graphics Card,East,179.75,48
2023-08-12,Mouse,North,169.96,2
2023-02-05,Microphone,South,1377.13,48
2023-06-13,Speaker,West,545.96,11
2024-03-12,Cooling Fan,South,1081.52,1
2024-08-28,Cooling Fan,West,765.04,48
2024-02-03,Headphones,East,1061.33,18
2023-11-15,Graphics Card,Central,1129.11,42
2024-02-16,Laptop,East,305.32,32
2024-02-19,Processor,South,621.09,26
2024-01-07,Case,East,251.34,18
2024-10-26,Graphics Card,North,1583.46,41
2023-05-03,Chair,Central,1613.63,35
2024-07-02,Case,South,404.73,24
2023-06-30,Microphone,West,502.96,9
2024-08-07,Power Supply,North,548.59,13
2024-12-22,RAM,South,16.49,25
2024-03-28,Motherboard,South,171.71,39
2024-12-17,SSD,East,1587.86,24
2024-12-25,Laptop,South,873.42,44
2023-02-04,Case,South,1420.85,9
2023-11-12,RAM,Central,1108.69,23
2023-08-08,Laptop,North,770.64,14
2023-08-01,RAM,East,1885.19,26
2024-08-18,USB Cable,East,1886.39,11
2023-02-17,Speaker,Central,469.8,21
2024-04-13,Headphones,North,585.75,31
2024-05-13,Desk,Central,1520.76,42
2023-10-07,Motherboard,East,1880.77,8
2024-06-30,External Drive,South,1062.77,9
2024-02-13,External Drive,Central,1122.29,27
2024-07-08,Case,East,483.09,34
2024-10-17,SSD,East,1765.38,4
2023-06-20,Cooling Fan,South,1077.19,12
2023-07-05,Laptop,East,1225.75,45
2023-07-13,USB Cable,North,761.98,41
2024-04-25,Chair,Central,140.49,29
2023-01-08,Keyboard,South,1762.99,15
2023-09-25,Webcam,Central,301.63,37
2024-06-10,External Drive,West,23.93,38
2023-11-13,Desk,North,990.02,11
2023-12-03,Webcam,Central,606.72,33
2023-12-03,Desk,Central,195.78,15
2023-11-29,Motherboard,East,947.1,26
2024-05-07,Mouse,South,190.73,32
2024-11-21,Graphics Card,Central,1976.97,34
2024-09-01,RAM,North,1290.4,43
2024-02-14,Webcam,Central,1943.12,22
2023-12-27,Headphones,North,1758.31,24
2023-09-03,Desk,South,1553.09,22
2023-07-10,USB Cable,Central,1728.58,43
2024-10-12,External Drive,West,260.99,30
2023-06-17,Keyboard,Central,121.29,42
2023-06-01,Chair,West,1855.02,10
2023-10-30,Microphone,South,807.23,41
2024-09-27,Desk,Central,1648.16,10
2024-07-30,Power Supply,North,168.44,41
2024-09-26,External Drive,West,37.17,32
2023-12-02,Monitor,North,887.08,34
2024-05-24,Graphics Card,North,1372.4,33
2023-08-26,Cooling Fan,East,1570.48,45
2023-02-08,Mouse,South,1586.24,24
2023-09-02,Microphone,West,658.95,26
2024-12-09,Monitor,South,274.1,34
2024-04-06,External Drive,North,1987.27,46
2023-10-25,Desk,West,78.84,7
2023-03-05,Speaker,Central,855.53,37
2023-05-10,Keyboard,East,749.48,31
2023-12-31,External Drive,East,800.42,42
2023-08-07,Power Supply,East,1431.9,30
2023-07-14,USB Cable,North,1972.9,34
2024-03-06,Power Supply,West,1173.16,12
2023-10-11,External Drive,Central,1131.84,24
2023-03-12,USB Cable,East,325.09,26
2024-05-13,Case,East,1738.19,2
2023-11-08,Motherboard,West,1340.57,39
2023-12-20,Laptop,West,1625.68,19
2023-02-27,SSD,East,1524.1,44
2024-01-30,External Drive,Central,1569.94,29
2024-01-29,Webcam,East,1043.04,9
2023-07-30,Cooling Fan,North,1845.79,20
2023-12-12,Speaker,East,235.86,50
2023-05-01,Power Supply,Central,1524.31,28
2024-02-01,Power Supply,East,1950.82,9
2023-01-26,Monitor,West,1380.5,49
2024-12-31,Laptop,West,1674.62,18
2023-09-22,Microphone,South,1253.62,40
2023-04-29,Headphones,East,1258.63,42
2024-04-27,Laptop,North,709.63,3
2023-03-02,Keyboard,South,49.84,12
2024-08-04,Keyboard,East,1441.77,31
2024-08-01,SSD,West,1228.11,48
2023-06-24,Monitor,East,907.55,18
2024-04-02,Case,Central,1890.65,35
2023-08-23,Keyboard,North,1266.45,10
2024-01-10,Monitor,West,1482.39,21
2024-07-19,SSD,South,1841.72,19
2024-09-19,Microphone,West,1622.2,40
2024-03-11,Monitor,Central,1159.8,8
2023-03-07,External Drive,North,1548.94,23
2023-10-19,Mouse,South,1567.47,26
2024-08-06,Keyboard,East,277.86,16
2023-07-07,Monitor,North,1565.12,30
2024-02-21,Cooling Fan,South,647.93,29
2023-05-29,Webcam,Central,270.56,21
2023-10-22,Processor,West,791.49,2
2023-07-10,Processor,East,1866.26,30
2023-06-16,SSD,West,722.5,22
2024-03-08,Power Supply,North,454.19,46
2023-10-22,RAM,West,1592.82,30
2023-07-17,External Drive,Central,1626.12,12
2024-12-06,Case,East,496.73,28
2023-11-01,USB Cable,East,342.71,13
2024-09-30,Case,South,533.42,48
2024-09-27,Speaker,East,1900.58,27
2023-10-28,Mouse,South,530.3,22
2024-02-22,Mouse,West,270.16,9
2024-12-01,Keyboard,North,1909.3,47
2024-07-09,Laptop,North,1813.15,2
2023-02-27,Microphone,North,710.23,19
2023-01-09,Motherboard,South,1416.41,28
2024-05-15,External Drive,West,765.7,31
2024-11-07,Desk,East,1239.9,27
2024-08-05,Power Supply,West,363.57,18
2023-10-15,Cooling Fan,East,1335.77,37
2023-03-21,Processor,South,970.43,22
2024-05-19,Webcam,West,234.27,11
2024-02-17,Webcam,North,1958.03,49
2024-05-05,USB Cable,West,848.42,4
2023-11-08,Laptop,West,1024.65,2
2023-02-19,Speaker,East,80.54,44
2023-02-07,Cooling Fan,North,1977.89,15
2023-05-17,Webcam,South,756.4,26
2024-05-21,USB Cable,East,919.06,38
2023-11-26,Keyboard,North,1447.53,37
2023-05-22,Keyboard,South,1926.45,28
2023-09-12,Cooling Fan,North,961.29,32
2024-02-04,Chair,South,771.99,16
2024-05-31,USB Cable,Central,1818.84,37
2023-07-29,Motherboard,Central,97.62,12
2023-03-04,Case,West,525.43,29
2024-10-04,Keyboard,South,263.8,23
2023-02-20,Microphone,West,273.36,47
2024-05-25,USB Cable,South,145.67,21
2024-10-30,Monitor,West,20.81,41
2024-10-11,Power Supply,West,366.04,19
2024-11-20,Cooling Fan,Central,978.25,37
2023-01-11,RAM,West,830.07,29
2024-07-16,RAM,East,1963.57,45
2023-08-30,Chair,North,1806.65,4
2024-08-26,Mouse,West,771.17,27
2023-04-26,USB Cable,East,1976.47,31
2024-09-08,Processor,West,174.91,6
2023-09-14,Monitor,Central,1809.66,37
2024-09-14,USB Cable,East,1869.28,20
2024-08-22,Keyboard,South,487.24,13
2023-10-27,Graphics Card,Central,1314.78,6
2023-04-25,Desk,West,1333.13,26
2023-10-29,Webcam,South,221.54,30
2024-02-05,Chair,West,473.01,16
2023-11-05,Keyboard,Central,670.33,39
2024-10-09,External Drive,North,1622.13,15
2024-05-11,Microphone,South,224.54,6
2024-12-07,Case,West,1132.62,3
2023-10-10,Graphics Card,North,375.3,16
2023-04-25,Microphone,East,691.88,16
2024-03-17,Speaker,South,618.76,28
2023-03-06,Laptop,West,230.46,35
2023-06-27,Laptop,East,79.07,7
2023-09-03,Processor,East,1445.87,19
2023-12-18,Monitor,East,370.39,24
2023-07-06,Graphics Card,Central,1258.71,45
2024-12-10,Power Supply,North,150.44,1
2024-04-01,Chair,West,1084.35,32
2023-04-11,Cooling Fan,North,833.44,7
2024-03-18,Monitor,West,1836.24,46
2024-02-21,Laptop,North,617.28,34
2024-08-12,Monitor,Central,1264.68,6
2024-10-01,Keyboard,South,1024.17,33
2024-08-25,Power Supply,North,965.95,33
2024-09-26,Case,North,150.39,4
2024-11-02,RAM,West,1566.18,25
2024-12-14,Graphics Card,West,622.57,34
2023-08-05,External Drive,North,1080.82,38
2023-10-01,Case,North,362.51,40
2024-12-16,Cooling Fan,North,840.27,7
2023-02-06,Power Supply,East,695.42,34
2023-03-25,Motherboard,North,108.66,21
2024-02-28,Processor,East,752.99,20
2023-03-10,SSD,East,340.45,17
2024-07-01,Monitor,East,547.46,50
2023-01-22,Webcam,North,1432.39,6
2023-12-17,RAM,East,1148.26,28
2023-10-15,Cooling Fan,East,1712.36,7
2024-02-06,Motherboard,South,1716.83,20
2024-02-23,Case,South,1702.22,15
2023-03-13,Graphics Card,Central,619.5,43
2024-06-22,Chair,Central,1374.01,1
2023-08-27,Speaker,North,1908.11,22
2023-07-19,Speaker,Central,1042.43,27
2023-11-26,External Drive,East,1030.51,18
2023-08-11,Cooling Fan,Central,1785.62,42
2023-02-11,RAM,Central,1111.01,15
2023-12-16,Cooling Fan,West,1406.17,14
2023-11-09,Laptop,East,1839.59,29
2024-12-10,Power Supply,Central,1905.32,39
2024-04-15,Desk,East,1733.13,13
2023-04-09,Case,Central,896.21,35
2024-04-24,External Drive,South,1473.63,31
2023-03-18,Case,South,1009.7,7
2024-05-18,Microphone,Central,1015.36,35
2024-11-12,Mouse,East,1559.32,47
2024-12-18,Case,South,321.85,22
2023-09-16,Laptop,East,252.44,13
2023-03-24,USB Cable,South,1014.64,22
2024-06-07,Power Supply,North,692.47,32
2023-11-13,USB Cable,West,304.43,21
2023-01-26,Cooling Fan,West,1004.94,27
2023-07-21,Case,Central,322.81,37
2023-01-09,Headphones,Central,1102.58,23
2024-07-27,External Drive,South,955.93,28
2023-02-14,Motherboard,North,1053.9,43
2024-02-08,Cooling Fan,East,923.44,17
2024-05-17,Power Supply,South,35.78,48
2023-06-24,Power Supply,North,1760.12,40
2023-11-30,Monitor,South,840.24,43
2024-10-17,External Drive,East,1577.53,49
2024-11-22,Laptop,South,75.69,46
2023-12-26,Motherboard,West,690.42,16
2023-05-12,Webcam,South,990.31,46
2024-08-11,RAM,North,1037.82,18
2024-03-27,Laptop,South,1582.94,41
2023-01-16,Webcam,Central,1412.52,45
2024-07-08,Webcam,West,1636.58,21
2023-04-02,Headphones,North,1486.86,47
2024-07-18,Keyboard,North,1271.65,13
2023-01-07,Motherboard,West,1358.52,8
2023-11-16,Monitor,East,30.78,29
2023-09-16,Processor,South,715.27,38
2024-08-15,Case,North,895.69,24
2024-06-23,Motherboard,East,1807.31,39
2023-11-28,Mouse,Central,1348.96,42
2023-06-18,Cooling Fan,North,1002.64,37
2023-06-14,Headphones,Central,1064.53,34
2023-09-11,Processor,West,1581.29,44
